;Unnamed: 0;Ömerli;Darlik;Elmali;Terkos;Alibey;Büyükçekmece;Sazlidere;Kazandere;Pabuçdere;Istrancalar;ort;yagis;tuketim;temiz
9.10.18;9.10.18 00:00;61,57;60,39;61,04;55,03;51,99;54,28;18,08;74,34;55,01;58,93;55,07;0;18449902.21;86.864
10.10.18;10.10.18 00:00;61,22;60,35;60,54;54,69;51,56;53,92;18,08;74,09;54,71;51,18;54,03;0;18449902.21;86.864
11.10.18;11.10.18 00:00;60,86;60,17;60,42;54,53;51,4;53,92;17,98;73,84;54,29;53,78;54,12;0,24;18449902.21;86.864
12.10.18;12.10.18 00:00;60,38;59,99;60,26;55,69;51,56;54,1;17,83;73,68;54,02;53,29;54,08;12,75;18449902.21;86.864
13.10.18;13.10.18 00:00;59,96;59,84;60;56,03;51,82;54,81;17,73;73,51;53,89;59,58;54,72;5,31;18449902.21;86.864
14.10.18;14.10.18 00:00;59,68;59,66;59,84;56,2;55,06;57,67;17,93;73,93;53,62;59,78;55,34;0;18449902.21;86.864
15.10.18;15.10.18 00:00;59,4;59,36;59,74;55,86;55,06;57,85;17,93;73,93;53,37;59,68;55,22;0;18449902.21;86.864
16.10.18;16.10.18 00:00;59,21;59,29;59,48;55,86;54,89;57,67;17,78;73,68;53,07;59,71;55,06;0;18449902.21;86.864
17.10.18;17.10.18 00:00;58,96;59,18;59,22;55,53;54,89;57,67;17,59;73,51;52,77;60,09;54,94;0;18449902.21;86.864
18.10.18;18.10.18 00:00;58,68;59,1;59,22;55,36;54,71;57,48;17,55;73,36;52,44;59,87;54,78;0,85;18449902.21;86.864
19.10.18;19.10.18 00:00;58,32;59,03;59,17;55,36;54,54;57,48;17,45;73,2;51,88;58,61;54,5;0,44;18449902.21;86.864
20.10.18;20.10.18 00:00;57,81;58,96;58,96;55,19;54,28;57,12;17,19;72,97;51,81;58,75;54,3;0;18449902.21;86.864
21.10.18;21.10.18 00:00;57,61;58,77;58,91;54,86;54,03;57,12;17,02;72,82;51,38;56,65;53,92;0;18449902.21;86.864
22.10.18;22.10.18 00:00;57,33;58,66;58,96;54,69;53,86;56,76;17,06;72,82;51,31;54,86;53,63;2,04;18449902.21;86.864
23.10.18;23.10.18 00:00;57,2;58,66;59,43;54,53;53,77;56,58;16,76;72,67;51,24;53,3;53,41;0;18449902.21;86.864
24.10.18;24.10.18 00:00;56,79;58,48;58,54;54,36;53,43;56,58;16,76;72,18;50,38;51,2;52,87;0;18449902.21;86.864
25.10.18;25.10.18 00:00;56,58;58,3;56,93;54,2;53,09;56,23;16,34;71,93;50,25;48,06;52,19;2,35;18449902.21;86.864
26.10.18;26.10.18 00:00;56,44;58,37;55,83;53,86;52,83;56,05;16,24;71,93;50,2;43,38;51,51;1,62;18449902.21;86.864
27.10.18;27.10.18 00:00;56,24;58,19;55,89;53,53;52,83;55,7;16,14;71,93;50,14;40,52;51,11;0;18449902.21;86.864
28.10.18;28.10.18 00:00;56,17;58,04;53,23;53,37;52,58;55,52;15,94;71,83;49,96;34,89;50,15;0;18449902.21;86.864
29.10.18;29.10.18 00:00;55,9;57,89;53,07;53,04;52,24;55,52;15,81;71,83;49,61;27,46;49,24;0;18449902.21;86.864
30.10.18;30.10.18 00:00;55,63;57,74;52,66;52,87;51,99;55,34;15,67;71,73;49,23;27,43;49,03;0;18449902.21;86.864
31.10.18;31.10.18 00:00;55,02;57,67;52,19;52,71;51,73;55,16;15,48;71,73;48,97;27,25;48,79;0;18449902.21;86.864
1.11.18;1.11.18 00:00;54,75;57,45;52,03;52,54;51,48;54,99;15,27;71,73;48,76;26,8;48,58;0;18449902.21;83.213
2.11.18;2.11.18 00:00;54,41;57,23;51,25;52,21;51,31;54,81;15,06;71,62;48,33;26,3;48,25;0;18449902.21;83.213
3.11.18;3.11.18 00:00;54,28;57,01;51,2;51,88;51,14;54,45;15,06;71,52;47,72;25,9;48,02;0;18449902.21;83.213
4.11.18;4.11.18 00:00;54,01;56,86;50,99;51,72;50,89;54,63;14,94;71,21;47,03;25,33;47,76;0;18449902.21;83.213
5.11.18;5.11.18 00:00;53,74;56,57;50,89;51,39;50,64;54,1;14,67;70,71;46,68;25,1;47,45;0;18449902.21;83.213
6.11.18;6.11.18 00:00;53,41;56,31;50,57;51,23;50,31;54,1;14,57;70,23;46,19;24,73;47,17;0;18449902.21;83.213
7.11.18;7.11.18 00:00;53,2;56,13;50,31;50,9;50,06;53,92;14,38;69,77;45,69;24,32;46,87;0;18449902.21;83.213
8.11.18;8.11.18 00:00;53;55,98;50,1;50,74;49,81;53,74;14,28;69,14;45,14;23,87;46,58;0,78;18449902.21;83.213
9.11.18;9.11.18 00:00;52,6;55,83;50;50,57;49,48;53,39;14;68,48;44,87;23,57;46,28;0,33;18449902.21;83.213
10.11.18;10.11.18 00:00;52,34;55,54;49,79;50,41;49,31;53,21;13,87;67,7;44,42;23,96;46,06;0,65;18449902.21;83.213
11.11.18;11.11.18 00:00;52,14;55,43;49,43;50,25;49,07;53,03;13,69;66,76;43,99;22,88;45,67;0;18449902.21;83.213
12.11.18;12.11.18 00:00;52,01;55,17;49,22;50,08;48,82;52,85;13,56;65,63;43,88;22,23;45,35;0;18449902.21;83.213
13.11.18;13.11.18 00:00;51,81;54,95;49,22;49,59;48,57;52,68;13,39;64,38;43,54;22,1;45,02;0;18449902.21;83.213
14.11.18;14.11.18 00:00;51,61;54,8;49,11;49,59;48,33;52,5;13,15;63,4;42,77;21,15;44,64;0,8;18449902.21;83.213
15.11.18;15.11.18 00:00;51,41;54,62;49,01;49,76;48,08;52,5;13,08;62,3;41,64;19,57;44,2;0,96;18449902.21;83.213
16.11.18;16.11.18 00:00;51,41;54,62;50,57;50,57;49,73;53,03;13,08;61,42;41,51;20,17;44,61;28,13;18449902.21;83.213
17.11.18;17.11.18 00:00;52,07;55,25;53,49;50,41;49,73;53,39;13;61,17;41,21;25,61;45,53;6,87;18449902.21;83.213
18.11.18;18.11.18 00:00;52,21;55,5;53,59;50,57;49,73;53,03;13,08;60,92;40,64;28,67;45,79;3,8;18449902.21;83.213
19.11.18;19.11.18 00:00;52,27;55,58;54,01;50,74;49,81;52,85;13,04;60,6;40,86;32,6;46,24;8,95;18449902.21;83.213
20.11.18;20.11.18 00:00;52,4;56,16;56,35;51,39;50,14;53,92;13,08;60,44;43,27;48,04;48,52;15,13;18449902.21;83.213
21.11.18;21.11.18 00:00;52,54;56,46;56,77;51,55;50,39;54,1;13,31;60,29;42,7;59,55;49,77;0;18449902.21;83.213
22.11.18;22.11.18 00:00;52,54;56,64;56,88;51,39;50,39;54,28;13,23;60,29;42,56;63,45;50,16;3,96;18449902.21;83.213
23.11.18;23.11.18 00:00;52,54;56,72;57,03;53,53;50,39;54,45;13,15;60,6;43,99;87,89;53,03;4,69;18449902.21;83.213
24.11.18;24.11.18 00:00;52,54;56,97;57,08;53,86;50,23;54,28;13,15;60,52;44,24;97,23;54,01;0;18449902.21;83.213
25.11.18;25.11.18 00:00;52,54;56,97;56,93;54,03;50,06;54,45;13,23;60,6;43,71;93,64;53,62;0;18449902.21;83.213
26.11.18;26.11.18 00:00;52,87;57,19;56,93;54,2;49,89;54,1;13,15;60,6;43,06;87,42;52,94;0;18449902.21;83.213
27.11.18;27.11.18 00:00;53,47;57,27;57,24;54,2;51,14;54,1;13,08;60,37;42,63;85,13;52,86;2,42;18449902.21;83.213
28.11.18;28.11.18 00:00;53,47;57,34;57,34;54,36;52,92;54,45;13,15;60,22;44,61;82,04;52,99;7,64;18449902.21;83.213
29.11.18;29.11.18 00:00;54,08;57,63;60,05;57,88;56,53;58,95;13,82;69,14;54,15;99,84;58,21;24,78;18449902.21;83.213
30.11.18;30.11.18 00:00;56,24;59,88;64,92;60,59;60,33;61,34;15,36;72,04;55,9;99,99;60,66;12,52;18449902.21;83.213
1.12.18;1.12.18 00:00;58,24;62,15;69,23;61,44;63,77;62,26;16,14;74,34;56,68;99,9;62,42;6,72;18449902.21;84.728
2.12.18;2.12.18 00:00;58,82;62,89;70,29;61,96;65,79;62,81;16,71;75,24;57;99,74;63,12;0;18449902.21;84.728
3.12.18;3.12.18 00:00;59,11;63,22;70,6;62,13;66,91;62,99;16,92;75,72;56,87;97,74;63,22;0;18449902.21;84.728
4.12.18;4.12.18 00:00;59,54;63,52;70,73;62,3;67,38;63,17;17,06;76,01;56,74;95,27;63,17;0;18449902.21;84.728
5.12.18;5.12.18 00:00;60,1;63,68;70,85;62,3;67,47;63,54;17,06;76,1;57,14;90,27;62,85;2,02;18449902.21;84.728
6.12.18;6.12.18 00:00;63,4;69,96;74,48;62,99;68,13;64,64;17,28;74,18;58,05;86,77;63,99;14,7;18449902.21;84.728
7.12.18;7.12.18 00:00;66,26;74,38;75,17;63,16;70,4;64,64;17,59;76,9;58,19;83,23;64,99;2,03;18449902.21;84.728
8.12.18;8.12.18 00:00;66,98;75,49;75,48;63,16;70,87;64,27;18,03;76,83;57,4;81,79;65,03;0,33;18449902.21;84.728
9.12.18;9.12.18 00:00;67,49;75,87;75,85;63,16;70,87;64,46;18,13;76,83;56,93;77,56;64,71;0;18449902.21;84.728
